Id,Expected
3b8318ecf467d7ad048df39beb176363_0,
3b8318ecf467d7ad048df39beb176363_1,323411 25 324691 25 325971 25 327251 25 328521 40 329801 40 331081 40 332361 40 333641 45 334921 45 336201 45 337476 55 338756 55 340036 55 341316 55 342596 60 343876 60 345156 60 346436 60 347711 65 348991 65 350271 65 351551 65 352831 65 354111 65 355391 65 356671 65 357951 70 359231 70 360511 70 361791 70 363071 70 364351 70 365631 70 366906 80 368186 80 369466 80 370746 80 372026 80 373306 80 374586 80 375866 80 377146 80 378426 80 379706 80 380986 80 382266 80 383546 80 384826 80 386106 85 387386 85 388666 85 389946 85 391226 85 392506 85 393786 85 395066 85 396346 85 397626 85 398906 85 400186 85 401471 80 402751 80 404031 80 405311 80 406591 85 407871 85 409151 85 410431 85 411711 85 412991 85 414271 85 415551 85 416831 85 418111 85 419391 85 420671 90 421951 90 423231 90 424511 90 425796 85 427076 85 428356 85 429636 85 430916 85 432196 85 433476 85 434756 85 436036 90 437316 90 438596 90 439881 85 441161 85 442441 85 443721 85 445001 85 446281 85 447561 85 448841 85 450126 85 451406 85 452686 85 453966 85 455246 85 456526 85 457806 85 459086 85 460371 80 461651 80 462931 80 464211 80 465491 85 466771 85 468051 85 469336 80 470616 80 471896 80 473176 80 474461 75 475741 75 477021 75 478301 75 479581 80 480861 80 482141 80 483421 80 484706 75 485986 75 487266 75 488546 75 489831 70 491111 70 492391 70 493676 65 494956 65 496236 65 497516 65 498801 60 500081 60 501361 60 502641 60 503926 55 505206 55 506486 55 507766 55 509061 40 510341 40 511621 40 512901 40
8b8ec74baddc22268d4b4ef4d95ceea1_0,470566 45 471846 45 473126 45 474406 45 475681 55 476961 55 478241 55 479521 55 480796 60 482076 60 483356 60 484636 60 485916 60 487196 60 488476 60 489751 70 491031 70 492311 70 493591 70 494871 70 496151 70 497431 70 498711 70 499986 80 501266 80 502546 80 503826 80 505106 80 506386 80 507666 80 508946 80 510226 80 511506 80 512786 80 514066 85 515346 85 516626 85 517906 85 519186 90 520466 90 521746 90 523026 95 524306 95 525586 95 526866 95 528146 95 529426 95 530706 95 531986 95 533261 100 534541 100 535821 100 537101 100 538381 105 539661 105 540941 105 542221 105 543501 105 544781 105 546061 105 547341 105 548621 105 549901 105 551181 105 552461 105 553741 105 555021 105 556301 105 557586 100 558866 100 560146 100 561426 100 562706 100 563986 100 565266 100 566546 100 567826 100 569106 100 570386 100 571666 100 572946 100 574226 100 575506 100 576786 100 578066 100 579346 100 580626 100 581906 100 583186 100 584466 100 585746 100 587026 100 588306 100 589586 100 590871 90 592151 90 593431 90 594711 90 595991 90 597271 90 598551 90 599831 90 601111 90 602391 90 603671 90 604951 90 606231 90 607511 90 608791 90 610071 85 611351 85 612631 85 613911 85 615196 80 616476 80 617756 80 619036 80 620316 80 621596 80 622876 80 624156 80 625436 80 626716 80 627996 80 629276 85 630556 85 631836 85 633121 80 634401 80 635681 80 636961 80 638241 80 639521 80 640801 80 642081 80 643366 75 644646 75 645926 75 647206 75 648486 75 649766 75 651046 75 652331 70 653611 70 654891 70 656171 70 657456 65 658736 65 660016 65 661296 65 662581 60 663861 60 665141 60 666421 60 667706 50 668986 50 670266 50 671546 45 672826 45 674106 45 675386 45 676676 30 677956 30 679236 30 680516 30 681801 20 683081 20 684361 20 685641 20
8b8ec74baddc22268d4b4ef4d95ceea1_1,
77e004e8bfb905b78a91391adc0bb223_0,995496 40 996776 40 998056 40 999336 40 1000591 75 1001871 75 1003151 75 1004431 75 1005696 95 1006976 95 1008256 95 1009536 95 1010806 110 1012086 110 1013366 110 1014646 110 1015921 120 1017201 120 1018481 120 1019761 120 1021036 125 1022316 125 1023596 125 1024876 125 1026156 125 1027436 125 1028716 125 1029996 125 1031271 135 1032551 135 1033831 135 1035106 140 1036386 140 1037666 140 1038946 140 1040226 140 1041506 140 1042786 140 1044066 140 1045341 145 1046621 145 1047901 145 1049181 145 1050461 150 1051741 150 1053021 150 1054301 150 1055576 155 1056856 155 1058136 155 1059416 155 1060696 155 1061976 155 1063256 155 1064536 155 1065811 160 1067091 160 1068371 160 1069651 160 1070931 160 1072211 160 1073491 160 1074771 160 1076051 160 1077331 160 1078611 160 1079886 165 1081166 165 1082446 165 1083726 165 1085006 165 1086286 165 1087566 165 1088846 165 1090126 165 1091406 165 1092686 165 1093966 165 1095246 165 1096526 165 1097806 165 1099086 165 1100366 160 1101646 160 1102926 160 1104206 160 1105481 165 1106761 165 1108041 165 1109321 165 1110601 165 1111881 165 1113161 165 1114441 165 1115721 165 1117001 165 1118281 165 1119561 165 1120841 160 1122121 160 1123401 160 1124681 160 1125961 160 1127241 160 1128521 160 1129801 155 1131081 155 1132361 155 1133641 155 1134921 150 1136201 150 1137481 150 1138761 150 1140041 150 1141321 150 1142601 150 1143881 150 1145161 145 1146441 145 1147721 145 1149001 145 1150281 140 1151561 140 1152841 140 1154121 140 1155401 140 1156681 140 1157961 140 1159241 140 1160521 135 1161801 135 1163081 135 1164361 135 1165641 135 1166921 135 1168201 135 1169481 130 1170761 130 1172041 130 1173321 130 1174596 130 1175876 130 1177156 130 1178436 130 1179716 125 1180996 125 1182276 125 1183556 125 1184831 130 1186111 130 1187391 130 1188671 130 1189936 140 1191216 140 1192496 140 1193776 140 1195051 140 1196331 140 1197611 140 1198891 140 1200166 135 1201446 135 1202726 135 1204006 135 1205286 130 1206566 130 1207846 130 1209126 120 1210406 120 1211686 120 1212966 120 1214251 110 1215531 110 1216811 110 1218091 110 1219391 75 1220671 75 1221951 75 1223231 75 1224536 35 1225816 35 1227096 35 1228376 35
77e004e8bfb905b78a91391adc0bb223_1,
3c3ca4d5060a633a8d5b2b2b55157b77_0,648186 45 649466 45 650746 45 652016 105 653296 105 654576 105 655856 105 657131 120 658411 120 659691 120 660971 120 662246 135 663526 135 664806 135 666086 135 667366 140 668646 140 669926 140 671206 145 672486 145 673766 145 675046 145 676326 145 677606 145 678886 145 680166 145 681446 150 682726 150 684006 150 685286 150 686566 150 687846 150 689126 150 690406 155 691686 155 692966 155 694246 155 695526 160 696806 160 698086 160 699366 160 700646 160 701926 160 703206 160 704486 160 705766 165 707046 165 708326 165 709606 170 710886 170 712166 170 713446 170 714726 175 716006 175 717286 175 718566 175 719846 175 721126 175 722406 175 723686 175 724966 180 726246 180 727526 180 728806 185 730086 185 731366 185 732646 185 733926 190 735206 190 736486 190 737766 190 739046 195 740326 195 741606 195 742886 195 744166 195 745446 195 746726 195 748006 200 749286 200 750566 200 751846 200 753126 205 754406 205 755686 205 756966 205 758246 210 759526 210 760806 210 762086 210 763366 210 764646 210 765926 210 767206 215 768486 215 769766 215 771046 215 772326 215 773606 215 774886 215 776166 215 777446 220 778726 220 780006 220 781286 220 782566 220 783846 220 785126 220 786406 225 787686 225 788966 225 790246 225 791526 225 792806 225 794086 225 795366 225 796646 230 797926 230 799206 230 800486 230 801771 225 803051 225 804331 225 805611 230 806891 230 808171 230 809451 230 810731 230 812011 230 813291 230 814571 230 815851 235 817131 235 818411 235 819691 235 820971 235 822251 235 823531 235 824816 230 826096 230 827376 230 828656 230 829936 230 831216 230 832496 230 833776 230 835056 235 836336 235 837616 235 838896 235 840181 230 841461 230 842741 230 844021 230 845301 230 846581 230 847861 230 849146 225 850426 225 851706 225 852986 225 854266 225 855546 225 856826 225 858106 225 859391 225 860671 225 861951 225 863236 220 864516 220 865796 220 867076 220 868356 220 869636 220 870916 220 872196 220 873481 215 874761 215 876041 215 877321 215 878606 210 879886 210 881166 210 882451 205 883731 205 885011 205 886291 205 887576 205 888856 205 890136 205 891416 205 892696 205 893976 205 895256 205 896536 205 897826 195 899106 195 900386 195 901666 195 902946 195 904226 195 905506 195 906796 185 908076 185 909356 185 910636 185 911916 185 913196 185 914476 185 915756 185 917041 180 918321 180 919601 180 920886 175 922166 175 923446 175 924726 175 926011 165 927291 165 928571 165 929851 165 931136 160 932416 160 933696 160 934976 160 936256 160 937536 160 938816 160 940101 150 941381 150 942661 150 943941 150 945226 145 946506 145 947786 145 949066 145 950351 140 951631 140 952911 140 954196 135 955476 135 956756 135 958036 135 959321 130 960601 130 961881 130 963161 130 964446 120 965726 120 967006 120 968286 120 969576 110 970856 110 972136 110 973421 100 974701 100 975981 100 977261 100 978546 95 979826 95 981106 95 982386 95 983671 85 984951 85 986231 85 987511 85 988796 75 990076 75 991356 75 992641 65 993921 65 995201 65 996481 65 997761 60 999041 60 1000321 60 1001601 60 1002886 50 1004166 50 1005446 50 1006726 50 1008011 35 1009291 35 1010571 35 1011861 15 1013141 15 1014421 15 1015701 15
3c3ca4d5060a633a8d5b2b2b55157b77_1,
eff05dec1eb3a70b145a7d8d3b6c0ed7_0,426976 55 428256 55 429536 55 430816 55 432086 75 433366 75 434646 75 435926 75 437196 95 438476 95 439756 95 441036 95 442311 105 443591 105 444871 105 446141 120 447421 120 448701 120 449981 120 451251 130 452531 130 453811 130 455091 130 456361 145 457641 145 458921 145 460201 145 461466 160 462746 160 464026 160 465296 170 466576 170 467856 170 469136 170 470411 180 471691 180 472971 180 474251 180 475526 185 476806 185 478086 185 479366 185 480636 195 481916 195 483196 195 484471 200 485751 200 487031 200 488311 200 489586 205 490866 205 492146 205 493426 205 494701 210 495981 210 497261 210 498541 210 499816 215 501096 215 502376 215 503651 220 504931 220 506211 220 507491 220 508766 225 510046 225 511326 225 512606 225 513881 230 515161 230 516441 230 517721 230 518996 235 520276 235 521556 235 522836 235 524116 235 525396 235 526676 235 527951 240 529231 240 530511 240 531791 240 533071 240 534351 240 535631 240 536911 240 538186 240 539466 240 540746 240 542026 240 543306 240 544586 240 545866 240 547146 240 548426 240 549706 240 550986 240 552261 240 553541 240 554821 240 556101 240 557381 240 558661 240 559941 240 561221 240 562501 240 563781 240 565061 240 566336 240 567616 240 568896 240 570176 240 571456 240 572736 240 574016 240 575296 240 576576 240 577856 240 579136 240 580416 240 581696 240 582976 240 584256 240 585536 235 586816 235 588096 235 589376 235 590651 240 591931 240 593211 240 594491 240 595771 235 597051 235 598331 235 599606 240 600886 240 602166 240 603446 240 604726 235 606006 235 607286 235 608566 235 609846 235 611126 235 612406 235 613686 235 614961 235 616241 235 617521 235 618801 230 620081 230 621361 230 622641 230 623916 230 625196 230 626476 230 627756 230 629036 225 630316 225 631596 225 632871 225 634151 225 635431 225 636711 225 637991 220 639271 220 640551 220 641831 220 643111 215 644391 215 645671 215 646951 215 648226 215 649506 215 650786 215 652066 205 653346 205 654626 205 655906 205 657186 205 658466 205 659746 205 661026 205 662306 195 663586 195 664866 195 666146 195 667426 190 668706 190 669986 190 671266 185 672546 185 673826 185 675106 185 676391 175 677671 175 678951 175 680231 175 681516 165 682796 165 684076 165 685356 165 686641 150 687921 150 689201 150 690486 135 691766 135 693046 135 694326 135 695606 120 696886 120 698166 120 699446 120 700731 105 702011 105 703291 105 704571 105 705856 85 707136 85 708416 85 709701 55 710981 55 712261 55 713541 55
eff05dec1eb3a70b145a7d8d3b6c0ed7_1,
39d6aad6bb0170a40ed32deef71fbe08_0,
39d6aad6bb0170a40ed32deef71fbe08_1,
eb1ef57af2ed9fbb63b28163a745959c_0,514051 35 515331 35 516611 35 517891 35 519161 60 520441 60 521721 60 522996 75 524276 75 525556 75 526836 75 528111 85 529391 85 530671 85 531951 85 533226 100 534506 100 535786 100 537066 100 538341 110 539621 110 540901 110 542176 120 543456 120 544736 120 546016 120 547296 125 548576 125 549856 125 551136 125 552416 130 553696 130 554976 130 556256 130 557531 135 558811 135 560091 135 561371 140 562651 140 563931 140 565211 140 566486 150 567766 150 569046 150 570326 150 571606 155 572886 155 574166 155 575446 155 576726 160 578006 160 579286 160 580566 165 581846 165 583126 165 584406 165 585686 170 586966 170 588246 170 589526 170 590806 170 592086 170 593366 170 594646 170 595926 175 597206 175 598486 175 599766 175 601046 175 602326 175 603606 175 604886 180 606166 180 607446 180 608726 180 610006 180 611286 180 612566 180 613846 180 615126 180 616406 180 617686 180 618966 185 620246 185 621526 185 622806 185 624091 180 625371 180 626651 180 627931 180 629211 180 630491 180 631771 180 633051 185 634331 185 635611 185 636891 185 638176 180 639456 180 640736 180 642016 180 643296 185 644576 185 645856 185 647136 185 648416 185 649696 185 650976 185 652261 180 653541 180 654821 180 656101 180 657381 180 658661 180 659941 180 661221 180 662506 180 663786 180 665066 180 666346 180 667626 180 668906 180 670186 180 671471 180 672751 180 674031 180 675311 180 676591 180 677871 180 679151 180 680431 180 681716 175 682996 175 684276 175 685556 175 686836 175 688116 175 689396 175 690681 170 691961 170 693241 170 694521 170 695801 170 697081 170 698361 170 699641 170 700926 165 702206 165 703486 165 704766 165 706046 160 707326 160 708606 160 709891 155 711171 155 712451 155 713731 155 715016 145 716296 145 717576 145 718856 145 720136 140 721416 140 722696 140 723976 140 725256 135 726536 135 727816 135 729101 130 730381 130 731661 130 732941 130 734221 125 735501 125 736781 125 738061 125 739346 115 740626 115 741906 115 743186 115 744466 115 745746 115 747026 115 748311 110 749591 110 750871 110 752151 110 753431 105 754711 105 755991 105 757271 105 758556 100 759836 100 761116 100 762396 100 763681 90 764961 90 766241 90 767521 85 768801 85 770081 85 771361 85 772646 70 773926 70 775206 70 776486 70 777771 60 779051 60 780331 60 781611 60 782901 40 784181 40 785461 40 786746 35 788026 35 789306 35 790586 35 791876 20 793156 20 794436 20 795716 20 797006 5 798286 5 799566 5 800846 5
eb1ef57af2ed9fbb63b28163a745959c_1,
1002ec4a1fe748f3085f1ce88cbdf366_0,
1002ec4a1fe748f3085f1ce88cbdf366_1,493551 5 494831 5 496111 5 497391 5 498651 35 499931 35 501211 35 502491 35 503766 45 505046 45 506326 45 507606 45 508881 55 510161 55 511441 55 512721 55 513996 65 515276 65 516556 65 517836 65 519116 65 520396 65 521676 65 522951 75 524231 75 525511 75 526791 75 528071 80 529351 80 530631 80 531911 80 533191 80 534471 80 535751 80 537031 80 538311 85 539591 85 540871 85 542151 85 543426 95 544706 95 545986 95 547266 95 548546 95 549826 95 551106 95 552386 100 553666 100 554946 100 556226 100 557506 100 558786 100 560066 100 561346 100 562626 105 563906 105 565186 105 566466 105 567746 105 569026 105 570306 105 571586 105 572871 105 574151 105 575431 105 576711 105 577991 105 579271 105 580551 105 581831 110 583111 110 584391 110 585671 110 586951 110 588231 110 589511 110 590791 110 592076 110 593356 110 594636 110 595916 110 597196 110 598476 110 599756 110 601036 110 602316 110 603596 110 604876 110 606161 110 607441 110 608721 110 610001 110 611286 105 612566 105 613846 105 615126 105 616411 100 617691 100 618971 100 620251 100 621541 90 622821 90 624101 90 625386 85 626666 85 627946 85 629226 85 630506 85 631786 85 633066 85 634346 85 635631 80 636911 80 638191 80 639471 80 640751 80 642031 80 643311 80 644591 80 645871 80 647151 80 648431 80 649711 80 650996 75 652276 75 653556 75 654836 70 656116 70 657396 70 658676 70 659956 70 661236 70 662516 70 663796 70 665076 70 666356 70 667636 70 668916 70 670201 60 671481 60 672761 60 674041 60 675321 60 676601 60 677881 60 679166 50 680446 50 681726 50 683006 50 684291 40 685571 40 686851 40 688131 40 689416 30 690696 30 691976 30 693256 30 694546 10 695826 10 697106 10 698386 10 767446 5 768726 5 770006 5 771286 5 777686 5 777871 15 778966 5 779151 15 780246 5 780431 15 781526 5 781711 15 782986 30 784266 30 785546 30 786821 40 788101 40 789381 40 790661 40 791936 45 793216 45 794496 45 795776 45 797056 50 798336 50 799616 50 800896 50 802176 50 803456 50 804736 50 806016 50 807296 55 808576 55 809856 55 811136 55 812416 55 813696 55 814976 55 816256 55 817536 55 818816 55 820096 55 821376 55 822656 55 823936 55 825216 55 826496 60 827776 60 829056 60 830336 60 831616 60 832896 60 834176 60 835456 60 836736 60 838016 60 839296 60 840576 60 841856 60 843136 60 844416 60 845701 60 846981 60 848261 60 849541 60 850821 60 852101 60 853381 60 854661 60 855941 60 857221 60 858501 60 859781 60 861066 55 862346 55 863626 55 864906 55 866186 55 867466 55 868746 55 870026 55 871306 55 872586 55 873866 55 875151 50 876431 50 877711 50 878991 50 880271 55 881551 55 882831 55 884111 55 885396 50 886676 50 887956 50 889236 50 890516 50 891796 50 893076 50 894361 45 895641 45 896921 45 898201 45 899481 45 900761 45 902041 45 903321 45 904606 40 905886 40 907166 40 908446 40 909726 40 911006 40 912286 40 913566 40 914846 40 916126 40 917406 40 918691 35 919971 35 921251 35 922531 35 923811 35 925091 35 926371 35 927651 35 928936 30 930216 30 931496 30 932776 30 934061 20 935341 20 936621 20 937901 20 939181 20 940461 20 941741 20 943021 20 944311 5 945591 5 946871 5
0a5f3601ad4f13ccf1f4b331a412fc44_0,528076 35 529356 35 530636 35 531916 35 533186 50 534466 50 535746 50 537026 50 538296 65 539576 65 540856 65 542136 65 543411 75 544691 75 545971 75 547251 75 548526 80 549806 80 551086 80 552356 90 553636 90 554916 90 556196 90 557471 95 558751 95 560031 95 561311 95 562591 95 563871 95 565151 95 566431 95 567706 95 568986 95 570266 95 571546 95 572821 100 574101 100 575381 100 576661 100 577936 105 579216 105 580496 105 581776 105 583056 100 584336 100 585616 100 586896 100 588171 105 589451 105 590731 105 592011 105 593286 110 594566 110 595846 110 597121 115 598401 115 599681 115 600961 115 602236 120 603516 120 604796 120 606076 120 607346 125 608626 125 609906 125 611186 125 612461 130 613741 130 615021 130 616301 130 617576 135 618856 135 620136 135 621416 135 622691 140 623971 140 625251 140 626531 140 627806 145 629086 145 630366 145 631646 145 632921 150 634201 150 635481 150 636756 155 638036 155 639316 155 640596 155 641871 155 643151 155 644431 155 645711 155 646986 160 648266 160 649546 160 650826 160 652106 160 653386 160 654666 160 655946 160 657226 160 658506 160 659786 160 661066 160 662341 165 663621 165 664901 165 666181 165 667456 165 668736 165 670016 165 671296 165 672576 165 673856 165 675136 165 676416 165 677691 170 678971 170 680251 170 681531 165 682811 165 684091 165 685371 165 686646 170 687926 170 689206 170 690486 170 691761 175 693041 175 694321 175 695601 175 696881 170 698161 170 699441 170 700721 170 702001 170 703281 170 704561 170 705841 170 707116 175 708396 175 709676 175 710956 175 712236 170 713516 170 714796 170 716076 170 717356 170 718636 170 719916 170 721196 170 722476 170 723756 170 725036 170 726316 165 727596 165 728876 165 730156 165 731436 165 732716 165 733996 165 735276 165 736571 150 737851 150 739131 150 740411 150 741696 140 742976 140 744256 140 745536 140 746821 135 748101 135 749381 135 750661 135 751946 125 753226 125 754506 125 755786 125 757066 125 758346 125 759626 125 760906 125 762191 115 763471 115 764751 115 766031 115 767316 105 768596 105 769876 105 771156 100 772436 100 773716 100 774996 100 776286 85 777566 85 778846 85 780126 85 781411 75 782691 75 783971 75 785251 75 786541 40 787821 40 789101 40 790381 40
0a5f3601ad4f13ccf1f4b331a412fc44_1,
dd78294679c9cbb2a365b5574868eb60_0,453776 50 455056 50 456336 50 457616 50 458851 115 459026 20 460131 115 460306 20 461411 115 461586 20 462651 170 462846 60 463931 170 464126 60 465211 170 465406 60 466491 170 466686 60 467751 285 469031 285 470311 285 471591 285 472856 305 474136 305 475416 305 476696 305 477966 320 479246 320 480526 320 481806 320 483076 340 484356 340 485636 340 486916 340 488186 355 489466 355 490746 355 492026 355 493301 365 494581 365 495861 365 497141 365 498416 375 499696 375 500976 375 502256 375 503531 385 504811 385 506091 385 507366 395 508646 395 509926 395 511206 395 512481 410 513761 410 515041 410 516321 410 517596 420 518876 420 520156 420 521436 420 522716 425 523996 425 525276 425 526556 425 527831 435 529111 435 530391 435 531671 435 532911 480 534191 480 535471 480 536751 480 538006 510 539286 510 540566 510 541846 510 543116 520 544396 520 545676 520 546956 520 548226 535 549506 535 550786 535 552061 540 553341 540 554621 540 555901 540 557176 550 558456 550 559736 550 561016 550 562291 555 563571 555 564851 555 566131 555 567406 560 568686 560 569966 560 571246 560 572521 570 573801 570 575081 570 576361 570 577636 575 578916 575 580196 575 581476 575 582756 580 584036 580 585316 580 586596 580 587871 585 589151 585 590431 585 591711 585 592986 595 594266 595 595546 595 596826 595 598106 595 599386 595 600666 595 601941 600 603221 600 604501 600 605781 600 607061 605 608341 605 609621 605 610901 605 612176 610 613456 610 614736 610 616016 610 617296 610 618576 610 619856 610 621136 610 622416 610 623696 610 624976 610 626256 610 627531 620 628811 620 630091 620 631371 620 632651 620 633931 620 635211 620 636486 625 637766 625 639046 625 640326 625 641606 625 642886 625 644166 625 645446 625 646721 635 648001 635 649281 635 650561 635 651841 635 653121 635 654401 635 655681 635 656961 635 658241 635 659521 635 660801 635 662076 640 663356 640 664636 640 665916 640 667196 640 668476 640 669756 640 671036 640 672316 645 673596 645 674876 645 676156 645 677436 645 678716 645 679996 645 681276 645 682556 645 683836 645 685116 645 686396 645 687676 645 688956 645 690236 645 691511 650 692791 650 694071 650 695351 650 696631 650 697911 650 699191 650 700471 650 701751 650 703031 650 704311 650 705591 650 706871 650 708151 650 709431 650 710711 650 711996 645 713276 645 714556 645 715836 645 717116 645 718396 645 719676 645 720956 645 722236 645 723516 645 724796 645 726076 640 727356 640 728636 640 729916 640 731196 640 732476 640 733756 640 735036 640 736316 640 737596 640 738876 640 740156 640 741436 640 742716 640 743996 640 745276 640 746556 635 747836 635 749116 635 750396 635 751681 630 752961 630 754241 630 755521 630 756801 625 758081 625 759361 625 760641 625 761921 625 763201 625 764481 625 765761 625 767041 620 768321 620 769601 620 770886 610 772166 610 773446 610 774726 610 776006 600 777286 600 778566 600 779846 600 781126 595 782406 595 783686 595 784966 595 786246 595 787526 595 788806 595 790086 595 791366 590 792646 590 793926 590 795206 590 796486 590 797766 590 799046 590 800326 590 801611 585 802891 585 804171 585 805451 585 806731 585 808011 585 809291 585 810571 585 811851 585 813131 585 814411 585 815691 585 816971 585 818251 585 819531 585 820811 585 822091 585 823371 585 824651 585 825936 575 827216 575 828496 575 829776 575 831056 575 832336 575 833616 575 834896 575 836176 575 837456 575 838736 575 840016 575 841301 570 842581 570 843861 570 845141 570 846426 560 847706 560 848986 560 850266 560 851546 560 852826 560 854106 560 855386 560 856671 550 857951 550 859231 550 860511 550 861791 550 863071 550 864351 550 865636 540 866916 540 868196 540 869476 540 870761 530 872041 530 873321 530 874601 530 875881 530 877161 530 878441 530 879721 530 881006 520 882286 520 883566 520 884846 520 886131 510 887411 510 888691 510 889971 510 891256 280 891551 205 892536 280 892831 205 893816 280 894111 205 895096 280 895391 205 896381 270 896676 200 897661 270 897956 200 898941 270 899236 200 900226 260 900521 190 901506 260 901801 190 902786 260 903081 190 904066 260 904361 190 905351 250 905681 145 906631 250 906961 145 907911 250 908241 145 909191 250 909521 145 910476 240 910811 130 911756 240 912091 130 913036 240 913371 130 914316 240 914651 130 915596 235 915936 120 916876 235 917216 120 918156 235 918496 120 919436 235 919776 120 920721 225 921061 110 922001 225 922341 110 923281 225 923621 110 924561 225 924901 110 925846 220 926186 100 927126 220 927466 100 928406 220 928746 100 929686 220 930026 100 930971 210 931311 90 932251 210 932591 90 933531 210 933871 90 934811 210 935151 90 936096 200 936441 70 937376 200 937721 70 938656 200 939001 70 939936 200 940281 70 941221 190 941571 45 942501 190 942851 45 943781 190 944131 45 945066 180 946346 180 947626 180 948906 180 950191 170 951471 170 952751 170 954031 170 955316 160 956596 160 957876 160 959156 160 960446 145 961726 145 963006 145 964286 145 965571 130 966851 130 968131 130 969411 130 970696 115 971976 115 973256 115 974536 115 975826 90 977106 90 978386 90 979666 90 980956 50 982236 50 983516 50 984796 50
dd78294679c9cbb2a365b5574868eb60_1,349161 15 350441 15 351721 15 353001 15 354271 30 355551 30 356831 30 358111 30 359391 30 360671 30 361951 30 363231 30 364506 35 365786 35 367066 35 368346 35 369631 30 370911 30 372191 30 373471 30 374751 25 376031 25 377311 25 378591 20 379871 20 381151 20 382431 20 383716 10 384996 10 386276 10 387556 10
aeeb2b535797395305af926a6f23c5d6_0,548251 15 549531 15 550811 15 552076 45 553356 45 554636 45 555916 45 557186 65 558466 65 559746 65 561026 65 562301 80 563581 80 564861 80 566141 80 567416 90 568696 90 569976 90 571256 90 572531 100 573811 100 575091 100 576371 100 577646 110 578926 110 580206 110 581486 110 582766 115 584046 115 585326 115 586606 115 587886 120 589166 120 590446 120 591726 120 593006 125 594286 125 595566 125 596846 125 598126 125 599406 125 600686 125 601966 130 603246 130 604526 130 605806 130 607086 130 608366 130 609646 130 610926 130 612206 135 613486 135 614766 135 616046 135 617326 140 618606 140 619886 140 621166 140 622446 145 623726 145 625006 145 626286 145 627571 140 628851 140 630131 140 631411 140 632691 145 633971 145 635251 145 636531 150 637811 150 639091 150 640371 150 641656 145 642936 145 644216 145 645496 145 646776 150 648056 150 649336 150 650616 150 651896 150 653176 150 654456 150 655736 150 657016 155 658296 155 659576 155 660856 155 662141 150 663421 150 664701 150 665981 150 667261 150 668541 150 669821 150 671101 150 672386 150 673666 150 674946 150 676226 150 677506 150 678786 150 680066 150 681346 155 682626 155 683906 155 685186 155 686466 155 687746 155 689026 155 690306 155 691591 150 692871 150 694151 150 695431 150 696711 155 697991 155 699271 155 700551 155 701831 160 703111 160 704391 160 705671 160 706956 155 708236 155 709516 155 710796 155 712076 160 713356 160 714636 160 715916 160 717201 160 718481 160 719761 160 721041 160 722321 165 723601 165 724881 165 726166 160 727446 160 728726 160 730006 160 731286 165 732566 165 733846 165 735126 165 736406 165 737686 165 738966 165 740246 165 741531 160 742811 160 744091 160 745371 160 746651 165 747931 165 749211 165 750491 165 751776 160 753056 160 754336 160 755616 160 756896 165 758176 165 759456 165 760736 165 762021 160 763301 160 764581 160 765861 160 767141 160 768421 160 769701 160 770986 160 772266 160 773546 160 774826 160 776111 155 777391 155 778671 155 779951 155 781231 155 782511 155 783791 155 785071 155 786356 150 787636 150 788916 150 790196 150 791481 145 792761 145 794041 145 795321 145 796601 150 797881 150 799161 150 800441 150 801726 145 803006 145 804286 145 805566 145 806846 145 808126 145 809406 145 810686 145 811971 140 813251 140 814531 140 815811 140 817091 140 818371 140 819651 140 820936 135 822216 135 823496 135 824776 135 826056 135 827336 135 828616 135 829896 135 831181 130 832461 130 833741 130 835021 130 836306 120 837586 120 838866 120 840146 120 841431 115 842711 115 843991 115 845271 115 846556 100 847836 100 849116 100 850396 100 851681 90 852961 90 854241 90 855521 90 856806 85 858086 85 859366 85 860651 75 861931 75 863211 75 864491 75 865776 65 867056 65 868336 65 869616 65 870901 60 872181 60 873461 60 874741 60 876026 50 877306 50 878586 50 879866 50 881156 35 882436 35 883716 35 884996 35 886286 15 887566 15 888846 15 890126 15
aeeb2b535797395305af926a6f23c5d6_1,
e1797c77826f9a7021bab9fc73303988_0,
